unique_id,collision_id,crash_date_person,crash_time_person,person_id,person_type,person_injury,vehicle_id,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,ped_location,ped_action,complaint,ped_role,contributing_factor_1,contributing_factor_2,person_sex,person_age_imputed,person_injury_clean,crash_date_crash,crash_time_crash,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
10256292,4231297,10/28/2019,16:50,48297517-72cf-4822-99f3-a83ec0aea463,OCCUPANT,Unspecified,19144740.0,28.0,,,,,,,,,Registrant,,,M,28.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384642,3530409,09/30/2016,19:35,2155246,PEDESTRIAN,Injured,,32.0,,Shock,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,32.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793039,3430595,04/04/2016,20:50,366645,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6015335,3442502,05/15/2016,16:28,669107,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6235258,3530541,09/29/2016,18:50,2162243,OCCUPANT,Unspecified,17176691.0,30.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,30.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265361,4233406,10/31/2019,8:00,ce317b8e-2e51-498b-9939-9d800abe780e,OCCUPANT,Unspecified,19149170.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F,26.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936615,3434705,05/04/2016,10:15,561650,PEDESTRIAN,Injured,,53.0,,Conscious,Abdomen - Pelvis,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,53.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169643,3433981,04/25/2016,12:00,2108027,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556107,3578119,12/11/2016,17:50,3007880,PEDESTRIAN,Injured,,25.0,,Conscious,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,25.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10253331,4231051,10/27/2019,20:45,b032392a-f8ee-42b8-a9fe-bc93f02e3adc,OCCUPANT,Unspecified,19143205.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,36.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250126,4229875,10/26/2019,20:30,d31b24b1-c1f6-4f29-ac08-1fc4d0dc0b99,OCCUPANT,Unspecified,19141605.0,30.0,,,,,,,,,Registrant,,,M,30.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260725,4220967,10/10/2019,11:00,6606fe6d-4dfc-49bd-bd5a-3ec9d0d8cd33,OCCUPANT,Unspecified,19146881.0,33.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,33.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441708,3544059,10/20/2016,15:35,2393684,PEDESTRIAN,Injured,,14.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Concussion,Pedestrian,View Obstructed/Limited,Unspecified,M,14.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331152,3477724,07/05/2016,23:50,1196361,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10255216,4231218,10/28/2019,20:39,8cf8f3ae-eec7-443e-8afe-d374a1810106,OCCUPANT,Unspecified,19144172.0,39.0,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6709001,3579652,12/14/2016,4:00,3037480,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5971009,3439493,05/09/2016,8:30,607922,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505700,3540305,10/11/2016,16:40,2319462,PEDESTRIAN,Injured,,41.0,,Shock,Unknown,,,Unknown,Unknown,Severe Bleeding,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,M,41.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764017,3427912,03/28/2016,12:00,188285,OCCUPANT,Unspecified,,,,,,,,,,,Policy Holder,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5943556,3448507,05/25/2016,7:37,763318,PEDESTRIAN,Injured,,14.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pavement Defective,M,14.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6836714,3650469,04/13/2017,9:30,b017a27b-2a8e-40d9-8ddb-435b21a18222,OCCUPANT,Unspecified,17462887.0,31.0,,,,,,,,,Registrant,,,M,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725690,150348,07/01/2013,19:15,1,OCCUPANT,Injured,11403812.0,43.0,,,,,,,,,,,,,43.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8962086,4057941,01/17/2019,18:50,afe99f88-43c4-4c9c-b2f3-099a30c86196,OCCUPANT,Unspecified,18503753.0,75.0,,,,,,,,,Registrant,,,M,75.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265899,4233212,11/01/2019,8:50,b237d631-3321-48c7-a3fe-8f03b6507d77,OCCUPANT,Unspecified,19149438.0,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5998963,3431403,05/01/2016,19:33,536603,PEDESTRIAN,Injured,,23.0,,Unknown,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,23.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273467,4235487,11/02/2019,23:30,2b53e030-8036-4baa-808d-1bf5e749be65,OCCUPANT,Unspecified,19153232.0,44.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,44.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363553,3495637,08/03/2016,12:30,1440647,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6658777,3526087,09/23/2016,15:30,2069044,PEDESTRIAN,Injured,,91.0,,Conscious,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Fracture - Dislocation,Pedestrian,Unspecified,Unspecified,F,91.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473831,3502170,08/17/2016,15:30,1617891,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6202137,3462018,06/15/2016,16:30,985103,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5765167,3427916,03/29/2016,5:55,194115,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117657,4099497,03/19/2019,12:02,3863132f-3317-49f5-8fb3-856b503d7871,OCCUPANT,Unspecified,18580877.0,68.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,68.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272405,4234757,11/02/2019,20:00,0b5ea24e-6115-4173-8491-dc9aa3c6ef07,OCCUPANT,Unspecified,19152705.0,49.0,,,,,,,,,Registrant,,,F,49.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5730800,3410125,03/11/2016,19:00,283966,OCCUPANT,Unspecified,,,,,,,,,,,Policy Holder,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6197059,3466540,06/23/2016,9:49,1038907,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6573514,3556217,11/07/2016,14:41,2615102,OCCUPANT,Unspecified,17336570.0,25.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,25.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6708725,3543125,10/14/2016,13:00,2374641,PEDESTRIAN,Injured,,23.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Complaint of Pain,Pedestrian,Driver Inexperience,Driver Inattention/Distraction,F,23.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953471,3440336,05/11/2016,18:10,634624,PEDESTRIAN,Injured,,7.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Fracture - Dislocation,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,M,7.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001197,4022403,05/16/2016,16:21,679256,PEDESTRIAN,Injured,,65.0,,Conscious,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Emerging from in Front of/Behind Parked Vehicle,Complaint of Pain,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,F,65.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376331,3486426,07/23/2016,21:00,1331339,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10255246,4230951,10/28/2019,14:30,1a9b032c-a5ab-47b4-8e59-1ea786c4a55e,OCCUPANT,Unspecified,19144187.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,47.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9040507,3914429,06/01/2018,16:25,cf0d74db-cd12-4791-bb9e-8c7055c93d6d,OCCUPANT,Unspecified,18542481.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10252303,4229891,10/26/2019,19:30,1bea0cae-193f-4440-8b5b-c84f13ba92eb,OCCUPANT,Unspecified,19142685.0,52.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,52.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256766,4231676,10/29/2019,15:50,600a3c8a-7ac1-43a3-b8a0-9d2fa140d11f,OCCUPANT,Unspecified,19144963.0,,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Unknown,,,Does Not Apply,Passenger,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808457,3408282,04/04/2016,18:10,299720,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033596,4057399,01/19/2019,10:35,0fef58a8-a5f8-4b7a-80dc-cd8bbc06a270,OCCUPANT,Unspecified,18539100.0,66.0,,,,,,,,,Registrant,,,F,66.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265143,4232794,10/31/2019,8:45,4af409bb-82ae-4ec3-9827-bfb7d5291f7c,PEDESTRIAN,Injured,,15.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain or Nausea,Pedestrian,Unspecified,Unspecified,F,15.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166578,3422346,04/02/2016,20:45,1803458,PEDESTRIAN,Injured,,4.0,Not Ejected,Conscious,Face,Does Not Apply,-,Pedestrian/Bicyclist/Other Pedestrian at Intersection,"Crossing, No Signal, Marked Crosswalk",Contusion - Bruise,Pedestrian,Unspecified,Unspecified,M,4.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249592,4230296,10/26/2019,14:30,3f739fef-abc9-4f74-9352-596aba93f5a7,OCCUPANT,Unspecified,19141376.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450132,3557611,11/11/2016,4:10,2652468,PEDESTRIAN,Injured,,32.0,,Conscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Abrasion,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,M,32.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267040,4232949,10/31/2019,12:00,dce7f110-6e92-4caa-a154-aeaaf6732b94,OCCUPANT,Unspecified,19150036.0,56.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,56.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268369,4233699,11/02/2019,13:47,40df4e78-7c8f-4aa8-8afc-03744cf39989,OCCUPANT,Unspecified,19150709.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260327,4223434,10/13/2019,15:05,06e974a0-23fc-459f-8371-f5e13dc00362,OCCUPANT,Unspecified,19146686.0,26.0,,,,,,,,,Registrant,,,M,26.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007006,3433047,05/01/2016,5:45,530540,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203022,3729329,08/11/2017,0:00,258c587b-404a-43af-a7f9-80d76233b4ed,OCCUPANT,Unspecified,17638605.0,51.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,51.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7298990,3823621,01/07/2018,15:30,6a7f302e-8e3a-4745-a493-bfa79c457829,OCCUPANT,Unspecified,17685322.0,28.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,28.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607589,3576805,12/09/2016,16:51,2993467,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6534046,3544350,10/21/2016,10:50,2402885,PEDESTRIAN,Injured,,78.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,Unspecified,Unspecified,M,78.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262349,4220017,10/08/2019,17:30,ccfdba02-6af1-4924-8f76-e2cfacdc248f,OCCUPANT,Unspecified,19147666.0,38.0,,,,,,,,,Registrant,,,M,38.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270273,4233933,11/02/2019,19:30,4b12e775-7101-443d-afe4-d0a8cd85a42d,OCCUPANT,Unspecified,19151625.0,50.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,50.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6430077,3473431,07/03/2016,13:35,1131866,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434021,3465636,06/22/2016,2:00,1026914,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6217193,3499470,08/12/2016,9:00,1551089,PEDESTRIAN,Unspecified,,22.0,,Does Not Apply,Does Not Apply,,,Does Not Apply,Crossing With Signal,Does Not Apply,Pedestrian,Unspecified,Unspecified,F,22.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350015,4022524,06/09/2016,12:00,912277,PEDESTRIAN,Injured,,23.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain,Pedestrian,Driver Inattention/Distraction,View Obstructed/Limited,M,23.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7594008,3790367,11/15/2017,8:50,59380d92-36c1-4f7e-add2-9631cfb041af,OCCUPANT,Unspecified,17830222.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,F,26.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6489872,3482601,07/17/2016,11:30,1249278,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262626,4232098,10/30/2019,9:00,5911ebe9-75aa-48f3-a690-4ea00161206f,OCCUPANT,Unspecified,19147803.0,61.0,,,,,,,,,Registrant,,,M,61.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950749,4165793,07/01/2019,23:30,7cc1e829-cbb1-49e7-b27d-3037304145bb,OCCUPANT,Unspecified,18991708.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,21.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268645,4233858,11/01/2019,12:55,d51d204c-631c-4fe1-b449-e07017c31e62,OCCUPANT,Unspecified,19150837.0,31.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,31.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5968872,3436569,05/05/2016,18:52,576578,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7825396,3764728,10/07/2017,13:05,d6ef55ea-9419-4325-8eb7-bf5ce0d45e4d,OCCUPANT,Unspecified,17943035.0,58.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,58.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7088729,3659323,04/28/2017,18:20,6d1ac26b-e29f-4459-a016-22fc62f747c4,OCCUPANT,Unspecified,17583703.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,36.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260735,4221908,10/10/2019,6:30,0e1198a6-9e75-42f3-8fcd-4f76a049deb8,OCCUPANT,Unspecified,19146887.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,47.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267405,4233665,11/01/2019,16:06,8bb2081e-f3d9-42ca-8575-42436548fe57,PEDESTRIAN,Injured,,15.0,,Conscious,Back,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Abrasion,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,F,15.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299539,3496425,08/08/2016,19:53,1504633,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261541,4223224,10/14/2019,22:50,102c53cc-346d-4d0d-9fcb-0c935afd3ca1,OCCUPANT,Unspecified,19147261.0,56.0,,,,,,,,,Registrant,,,M,56.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263544,3940559,07/13/2018,13:30,dba14822-7032-4831-800f-7bc3aabb88ec,OCCUPANT,Unspecified,18652514.0,61.0,,,,,,,,,Registrant,,,M,61.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712992,3590525,12/30/2016,21:27,3234183,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10253420,4230646,10/25/2019,14:30,deb4ee53-3df3-4a38-ac96-957c184d982c,OCCUPANT,Unspecified,19143247.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11316007,4322110,06/22/2020,2:55,f2a5868b-ed91-42df-a2d2-617b90335b40,OCCUPANT,Unspecified,19693290.0,40.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Air Bag Deployed/Lap Belt/Harness,,,Does Not Apply,Passenger,,,M,40.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9174444,3964237,08/18/2018,10:15,ce49ab36-a8c3-4392-a27b-f7c742ea8fd3,OCCUPANT,Unspecified,18608891.0,20.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,20.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260854,4232305,10/18/2019,23:45,512305e0-64a3-4ed2-af20-cf39cc4ce405,OCCUPANT,Unspecified,19146936.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5786635,3424574,03/28/2016,9:25,233554,OCCUPANT,Unspecified,,,,,,,,,,,Policy Holder,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729237,3419220,03/16/2016,11:55,424575,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258313,4231751,10/29/2019,17:20,0afe9625-0f24-466a-a323-f976a965ed3d,OCCUPANT,Unspecified,19145722.0,55.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F,55.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586951,3545801,10/23/2016,14:20,2603406,PEDESTRIAN,Injured,,48.0,,Conscious,Shoulder - Upper Arm,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,48.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11316505,4322248,06/22/2020,15:08,f9c2cca9-65c0-43fa-b631-96eef865de10,OCCUPANT,Unspecified,19693571.0,65.0,,,,,,,,,Registrant,,,F,65.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257692,4231305,10/28/2019,9:00,50109a30-186a-4257-bd08-e4d138a14794,OCCUPANT,Unspecified,19145408.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169275,3436263,05/06/2016,11:09,948813,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5991522,3439040,05/08/2016,16:00,601005,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264975,4232579,10/30/2019,18:00,718d6ec0-1709-4c2a-96d1-9b9e93bb1ff7,OCCUPANT,Unspecified,19148966.0,34.0,,,,,,,,,Registrant,,,M,34.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891039,3782938,11/03/2017,14:30,281354a5-3ae2-45ac-944b-164d2c9ed93d,OCCUPANT,Unspecified,17975212.0,28.0,,,,,,,,,Registrant,,,M,28.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263735,4232610,10/30/2019,13:40,44ec2505-ce7e-4072-b7d9-112d8f33f49f,OCCUPANT,Unspecified,19148366.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331786,3462348,06/15/2016,8:30,957269,OCCUPANT,Unspecified,,45.0,,,,,,,,,Registrant,,,M,45.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6705279,3570655,11/30/2016,15:35,2877590,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185368,3973857,09/03/2018,18:00,4b4d4637-7995-46ed-ab63-de7e9d972120,OCCUPANT,Unspecified,18614290.0,19.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,19.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
